id,createdAt,updatedAt,pushedAt,diskUsage,isInOrganization,name,nameWithOwner,sshUrl,stargazerCount
R_kgDOHjUzRw,2022-06-23T21:57:56Z,2026-05-01T10:35:00Z,2026-05-06T17:14:46Z,2141,True,Spark-DSG,MIT-SPARK/Spark-DSG,git@github.com:MIT-SPARK/Spark-DSG.git,82
R_kgDOHilDHw,2022-06-21T22:19:31Z,2026-04-28T03:32:52Z,2026-05-07T03:12:21Z,292237,True,SPECFEMPP,PrincetonUniversity/SPECFEMPP,git@github.com:PrincetonUniversity/SPECFEMPP.git,54
R_kgDOHiRE3g,2022-06-21T04:49:22Z,2026-04-21T06:33:13Z,2026-04-21T06:33:09Z,2163,False,minilogue-xd_sdk_bootstrap,BradlyLanducci/minilogue-xd_sdk_bootstrap,git@github.com:BradlyLanducci/minilogue-xd_sdk_bootstrap.git,1
R_kgDOHiQqSQ,2022-06-21T04:17:05Z,2026-04-29T18:49:18Z,2026-05-05T19:38:08Z,23993,True,rocm-examples,ROCm/rocm-examples,git@github.com:ROCm/rocm-examples.git,289
R_kgDOHh_Raw,2022-06-20T10:52:24Z,2026-05-07T06:11:10Z,2026-05-06T21:09:00Z,33159,True,fooyin,fooyin/fooyin,git@github.com:fooyin/fooyin.git,1860
R_kgDOHhkmeA,2022-06-18T22:40:21Z,2026-04-14T15:34:58Z,2026-04-14T15:34:49Z,91,True,boost_plugin_loader,tesseract-robotics/boost_plugin_loader,git@github.com:tesseract-robotics/boost_plugin_loader.git,4
R_kgDOHhNPOg,2022-06-17T15:19:19Z,2026-04-01T00:49:22Z,2026-04-01T00:49:19Z,11935,True,googletest,sailfishos-mirror/googletest,git@github.com:sailfishos-mirror/googletest.git,0
R_kgDOHg3PCg,2022-06-16T16:05:56Z,2026-04-28T14:11:54Z,2026-04-28T14:05:26Z,592,True,metalldata,MetallData/metalldata,git@github.com:MetallData/metalldata.git,1
R_kgDOHghc-Q,2022-06-15T17:37:41Z,2026-04-29T11:38:09Z,2026-05-05T14:41:18Z,94905,True,obs-streamelements-core,StreamElements/obs-streamelements-core,git@github.com:StreamElements/obs-streamelements-core.git,15
R_kgDOHgJXAA,2022-06-14T18:07:29Z,2026-04-03T20:14:11Z,2026-04-03T20:14:22Z,429,True,Firmware_-_FlightControl,RTGS-Lab/Firmware_-_FlightControl,git@github.com:RTGS-Lab/Firmware_-_FlightControl.git,0
R_kgDOHfr2Pg,2022-06-13T14:16:58Z,2026-03-23T12:19:08Z,2026-05-07T10:20:08Z,3210,True,NESO-Particles,ExCALIBUR-NEPTUNE/NESO-Particles,git@github.com:ExCALIBUR-NEPTUNE/NESO-Particles.git,7
R_kgDOHfSV9A,2022-06-12T09:11:55Z,2026-05-02T14:25:32Z,2026-03-21T07:49:07Z,332,True,tioj-judge,TIOJ-INFOR-Online-Judge/tioj-judge,git@github.com:TIOJ-INFOR-Online-Judge/tioj-judge.git,16
R_kgDOHeyeTA,2022-06-10T13:04:22Z,2026-05-01T11:18:26Z,2026-04-28T08:18:49Z,2780,True,nigiri,motis-project/nigiri,git@github.com:motis-project/nigiri.git,36
R_kgDOHexYgg,2022-06-10T12:06:12Z,2026-05-06T14:53:22Z,2026-05-06T14:35:13Z,6753,False,gpcc,DanielJerolm/gpcc,git@github.com:DanielJerolm/gpcc.git,1
R_kgDOHeOu5A,2022-06-09T01:10:28Z,2026-04-29T12:06:35Z,2026-04-24T23:45:16Z,412746,True,stonedb,stoneatom/stonedb,git@github.com:stoneatom/stonedb.git,883
R_kgDOHd3gMw,2022-06-08T03:01:32Z,2026-04-30T07:17:31Z,2026-03-02T09:43:41Z,3648,True,Fields2Cover,Fields2Cover/Fields2Cover,git@github.com:Fields2Cover/Fields2Cover.git,795
R_kgDOHd1bzA,2022-06-08T00:28:50Z,2026-05-04T20:15:29Z,2026-04-22T23:57:36Z,9491,True,AgIsoStack-plus-plus,Open-Agriculture/AgIsoStack-plus-plus,git@github.com:Open-Agriculture/AgIsoStack-plus-plus.git,350
R_kgDOHdyUwg,2022-06-07T20:32:08Z,2026-05-07T07:12:44Z,2026-04-01T18:09:53Z,44433,True,holoscan-sdk,nvidia-holoscan/holoscan-sdk,git@github.com:nvidia-holoscan/holoscan-sdk.git,206
R_kgDOHda1YQ,2022-06-06T22:21:31Z,2026-04-04T02:42:36Z,2026-04-13T03:06:58Z,94467,False,corintho-ai,maxjiang216/corintho-ai,git@github.com:maxjiang216/corintho-ai.git,3
R_kgDOHdKNWQ,2022-06-06T07:43:07Z,2026-05-07T11:25:34Z,2026-05-07T09:57:50Z,5151,True,PhotonLibOS,alibaba/PhotonLibOS,git@github.com:alibaba/PhotonLibOS.git,1188
R_kgDOHcZqcA,2022-06-03T14:30:31Z,2026-04-28T14:52:59Z,2026-04-28T14:34:53Z,4669,True,valijson,mayhemheroes/valijson,git@github.com:mayhemheroes/valijson.git,0
R_kgDOHcWo9g,2022-06-03T11:54:08Z,2026-05-04T07:29:55Z,2026-04-29T10:15:34Z,5836261,True,tpu-mlir,sophgo/tpu-mlir,git@github.com:sophgo/tpu-mlir.git,913
R_kgDOHaybag,2022-05-30T08:19:00Z,2026-03-25T09:30:37Z,2026-03-25T09:30:48Z,326,True,dde-app-services,linuxdeepin/dde-app-services,git@github.com:linuxdeepin/dde-app-services.git,2
R_kgDOHZL4qg,2022-05-25T09:47:21Z,2026-04-28T12:04:32Z,2026-05-05T20:17:58Z,44569,True,FlexFringe,tudelft-cda-lab/FlexFringe,git@github.com:tudelft-cda-lab/FlexFringe.git,26
R_kgDOHYoQXQ,2022-05-23T22:05:24Z,2026-03-11T17:05:16Z,2026-03-12T20:29:19Z,11450,False,wilkins,orcunyildiz/wilkins,git@github.com:orcunyildiz/wilkins.git,1
R_kgDOHX-lpQ,2022-05-21T22:06:14Z,2026-04-16T07:19:36Z,2026-04-16T07:19:32Z,5568,True,hakoniwa-core-cpp,toppers/hakoniwa-core-cpp,git@github.com:toppers/hakoniwa-core-cpp.git,4
R_kgDOHXj_qQ,2022-05-20T13:11:14Z,2026-05-06T14:47:26Z,2026-05-06T14:45:44Z,14200,True,tink-cc,tink-crypto/tink-cc,git@github.com:tink-crypto/tink-cc.git,96
R_kgDOHXccVw,2022-05-20T06:20:11Z,2026-04-24T03:07:02Z,2026-04-24T03:07:11Z,2257,True,limestone,project-tsurugi/limestone,git@github.com:project-tsurugi/limestone.git,1
R_kgDOHXa58Q,2022-05-20T04:30:44Z,2026-05-07T04:04:27Z,2026-05-07T01:22:10Z,319011,True,sherpa,k2-fsa/sherpa,git@github.com:k2-fsa/sherpa.git,918
R_kgDOHXVUhQ,2022-05-19T21:03:10Z,2026-05-02T01:14:30Z,2026-05-02T01:14:29Z,64424,False,AlphaZeroArcade,shindavid/AlphaZeroArcade,git@github.com:shindavid/AlphaZeroArcade.git,9
R_kgDOHXMEmg,2022-05-19T13:11:50Z,2026-04-16T23:10:02Z,2026-04-16T23:09:57Z,88744,True,PCC_Processing_Design,PRISBteam/PCC_Processing_Design,git@github.com:PRISBteam/PCC_Processing_Design.git,1
R_kgDOHXGy2g,2022-05-19T08:45:42Z,2026-04-23T17:38:10Z,2026-04-29T13:53:15Z,171,True,extrachain-console-client,ExtraChain-Foundation/extrachain-console-client,git@github.com:ExtraChain-Foundation/extrachain-console-client.git,0
R_kgDOHVJ4Fw,2022-05-13T15:10:23Z,2026-04-02T12:56:53Z,2026-03-26T09:48:37Z,107266,True,Neon,Autodesk/Neon,git@github.com:Autodesk/Neon.git,66
R_kgDOHU4uWA,2022-05-12T20:45:48Z,2026-05-06T23:51:57Z,2026-05-06T23:51:54Z,606,True,aubstream,intel/aubstream,git@github.com:intel/aubstream.git,1
R_kgDOHUhLgg,2022-05-11T21:27:23Z,2026-03-02T21:20:04Z,2026-03-05T21:43:04Z,3643,True,foxsi-4matter,foxsi/foxsi-4matter,git@github.com:foxsi/foxsi-4matter.git,1
R_kgDOHUWQJw,2022-05-11T12:19:41Z,2026-04-28T11:45:08Z,2026-05-05T21:03:40Z,2718,False,ticket-decoder,user4223/ticket-decoder,git@github.com:user4223/ticket-decoder.git,31
R_kgDOHUVofw,2022-05-11T11:49:33Z,2026-05-04T13:29:29Z,2026-04-30T10:12:10Z,9529,False,mdflib,ihedvall/mdflib,git@github.com:ihedvall/mdflib.git,124
R_kgDOHUGQBQ,2022-05-10T19:34:48Z,2026-03-15T11:12:42Z,2026-03-15T11:12:38Z,774,False,RGcompiler,WoojtekP/RGcompiler,git@github.com:WoojtekP/RGcompiler.git,1
R_kgDOHUCMcQ,2022-05-10T16:04:38Z,2026-05-01T10:22:14Z,2026-05-01T10:22:07Z,147839,False,vulkan_engine,armanpapikyan/vulkan_engine,git@github.com:armanpapikyan/vulkan_engine.git,1
R_kgDOHTx8_Q,2022-05-10T01:41:38Z,2026-05-03T09:26:29Z,2026-05-02T20:13:06Z,2336,False,redumper,superg/redumper,git@github.com:superg/redumper.git,407
R_kgDOHTb-6Q,2022-05-09T05:13:25Z,2026-03-16T02:13:19Z,2026-04-02T02:47:56Z,174704,True,deepin-ocr,linuxdeepin/deepin-ocr,git@github.com:linuxdeepin/deepin-ocr.git,32
R_kgDOHTBzMg,2022-05-07T15:41:43Z,2026-05-04T16:28:53Z,2026-05-04T16:28:49Z,2287,False,luepp,mlutken/luepp,git@github.com:mlutken/luepp.git,11
R_kgDOHS1BgA,2022-05-06T22:06:15Z,2026-05-04T09:28:03Z,2026-03-09T18:42:02Z,7112,True,subspace,chromium/subspace,git@github.com:chromium/subspace.git,134
R_kgDOHSv71A,2022-05-06T16:24:12Z,2026-03-24T21:30:50Z,2026-03-24T21:30:46Z,975,True,trx-cpp,tee-ar-ex/trx-cpp,git@github.com:tee-ar-ex/trx-cpp.git,4
R_kgDOHSeUgw,2022-05-05T21:39:28Z,2026-05-06T04:21:53Z,2026-05-06T17:10:50Z,34531,True,Hydra,MIT-SPARK/Hydra,git@github.com:MIT-SPARK/Hydra.git,1007
R_kgDOHSQdgw,2022-05-05T09:20:45Z,2026-05-05T13:28:43Z,2026-05-05T20:14:11Z,93832,True,rayx,hz-b/rayx,git@github.com:hz-b/rayx.git,28
R_kgDOHR0v-Q,2022-05-04T04:31:06Z,2026-04-02T14:28:05Z,2026-03-14T23:09:40Z,34861,True,csb,meelgroup/csb,git@github.com:meelgroup/csb.git,10
R_kgDOHRw_Tw,2022-05-03T23:18:29Z,2026-04-02T18:33:37Z,2026-04-02T18:33:31Z,533,True,unf,wdas/unf,git@github.com:wdas/unf.git,69
R_kgDOHQ7ZNA,2022-05-01T10:54:28Z,2026-04-21T01:35:07Z,2026-04-21T01:34:53Z,113382,False,Pytorch1.1.0-cc2.x,sjiang95/Pytorch1.1.0-cc2.x,git@github.com:sjiang95/Pytorch1.1.0-cc2.x.git,1
R_kgDOHP1w0Q,2022-04-27T22:39:00Z,2026-05-04T15:34:52Z,2026-05-04T15:34:48Z,24998,True,proxygen,mayhemheroes/proxygen,git@github.com:mayhemheroes/proxygen.git,0
R_kgDOHPpjbg,2022-04-27T11:52:38Z,2026-04-22T11:32:22Z,2026-04-22T11:32:18Z,7497,True,PFSimple,HeavyIonAnalysis/PFSimple,git@github.com:HeavyIonAnalysis/PFSimple.git,1
R_kgDOHPhgHg,2022-04-27T04:04:32Z,2026-04-23T13:53:49Z,2026-04-28T19:12:20Z,6131,True,dde-network-core,linuxdeepin/dde-network-core,git@github.com:linuxdeepin/dde-network-core.git,5
R_kgDOHOkOoA,2022-04-24T13:30:59Z,2026-05-02T22:23:22Z,2026-05-03T20:35:56Z,92626,False,cuTAGI,lhnguyen102/cuTAGI,git@github.com:lhnguyen102/cuTAGI.git,47
R_kgDOHOfH-g,2022-04-24T07:05:15Z,2026-04-29T11:43:31Z,2026-04-29T11:44:58Z,1002,True,mdt-dialout-collector,network-analytics/mdt-dialout-collector,git@github.com:network-analytics/mdt-dialout-collector.git,31
R_kgDOHOVe3A,2022-04-23T16:06:36Z,2026-04-28T12:33:01Z,2026-04-28T12:33:04Z,310446,True,iCTFX,teeworlds-instagib-elo/iCTFX,git@github.com:teeworlds-instagib-elo/iCTFX.git,2
R_kgDOHN0Yew,2022-04-22T01:04:48Z,2026-05-06T19:06:17Z,2026-05-06T19:06:12Z,877,False,s2geography,paleolimbot/s2geography,git@github.com:paleolimbot/s2geography.git,47
R_kgDOHNvZVw,2022-04-21T18:54:23Z,2026-05-05T19:35:45Z,2026-05-06T18:17:57Z,12337,True,MRVN-Radiant,MRVN-Radiant/MRVN-Radiant,git@github.com:MRVN-Radiant/MRVN-Radiant.git,72
R_kgDOHMA9VQ,2022-04-16T21:02:49Z,2026-05-07T01:09:40Z,2026-04-30T23:19:03Z,94967,True,DreamPicoPort,OrangeFox86/DreamPicoPort,git@github.com:OrangeFox86/DreamPicoPort.git,94
R_kgDOHLxDhg,2022-04-15T22:31:20Z,2026-04-26T17:33:26Z,2026-03-24T00:29:16Z,8652,False,GTProxy,ZTzTopia/GTProxy,git@github.com:ZTzTopia/GTProxy.git,73
R_kgDOHLuNeg,2022-04-15T18:43:52Z,2026-05-01T21:36:48Z,2026-04-27T21:38:10Z,149687,True,macroquest,macroquest/macroquest,git@github.com:macroquest/macroquest.git,85
R_kgDOHLk2mA,2022-04-15T09:02:08Z,2026-05-07T05:31:46Z,2026-05-07T05:31:09Z,5674,True,dde-grand-search,linuxdeepin/dde-grand-search,git@github.com:linuxdeepin/dde-grand-search.git,39
R_kgDOHLGPbw,2022-04-13T23:01:21Z,2026-05-05T12:24:58Z,2026-04-14T13:24:30Z,44309,False,caps-log,NikolaDucak/caps-log,git@github.com:NikolaDucak/caps-log.git,372
R_kgDOHKqj_A,2022-04-12T19:25:40Z,2026-04-29T16:58:59Z,2026-05-03T18:31:59Z,507775,False,UXP,RealityRipple/UXP,git@github.com:RealityRipple/UXP.git,5
R_kgDOHKR6ug,2022-04-11T20:28:41Z,2026-04-22T14:23:27Z,2026-04-24T13:48:05Z,18966,True,aws-mysql-odbc,aws/aws-mysql-odbc,git@github.com:aws/aws-mysql-odbc.git,44
R_kgDOHJ4avw,2022-04-10T19:49:06Z,2026-05-01T05:48:38Z,2026-05-01T05:48:35Z,40225,False,Repo-Init,egecetin/Repo-Init,git@github.com:egecetin/Repo-Init.git,8
R_kgDOHJhhTg,2022-04-09T14:21:24Z,2026-03-30T16:04:05Z,2026-04-14T09:49:24Z,3347,True,SANA-FE,SLAM-Lab/SANA-FE,git@github.com:SLAM-Lab/SANA-FE.git,26
R_kgDOHJYBdQ,2022-04-09T02:10:04Z,2026-05-05T19:42:27Z,2026-05-05T20:24:57Z,146515,False,WhiskerToolbox,paulmthompson/WhiskerToolbox,git@github.com:paulmthompson/WhiskerToolbox.git,2
R_kgDOHIFzdA,2022-04-05T18:06:14Z,2026-04-27T06:44:10Z,2026-05-04T23:25:16Z,3145,True,sisl,eBay/sisl,git@github.com:eBay/sisl.git,16
R_kgDOHH04BA,2022-04-05T04:01:49Z,2026-05-07T08:09:48Z,2026-05-07T08:09:44Z,991,True,tateyama-bootstrap,project-tsurugi/tateyama-bootstrap,git@github.com:project-tsurugi/tateyama-bootstrap.git,1
R_kgDOHHoHFA,2022-04-04T15:23:10Z,2026-05-02T18:34:36Z,2026-05-02T18:40:01Z,1468,False,ordered-goals-planner,carloacu/ordered-goals-planner,git@github.com:carloacu/ordered-goals-planner.git,1
R_kgDOHHK-7A,2022-04-03T08:34:20Z,2026-04-01T08:49:56Z,2026-05-07T09:08:10Z,22837,True,casual,casualcore/casual,git@github.com:casualcore/casual.git,16
R_kgDOHGDUWw,2022-03-31T01:27:22Z,2026-04-29T04:02:18Z,2026-04-29T04:03:11Z,5546,True,ve-tos-cpp-sdk,volcengine/ve-tos-cpp-sdk,git@github.com:volcengine/ve-tos-cpp-sdk.git,11
R_kgDOHFMoig,2022-03-28T23:29:04Z,2026-04-24T13:06:56Z,2026-03-11T10:04:27Z,45194,True,fairgbm,feedzai/fairgbm,git@github.com:feedzai/fairgbm.git,108
R_kgDOHFK0yw,2022-03-28T21:19:13Z,2026-05-06T23:51:37Z,2026-05-06T23:51:33Z,11511,True,compute-benchmarks,intel/compute-benchmarks,git@github.com:intel/compute-benchmarks.git,42
R_kgDOHEfNDg,2022-03-26T21:13:08Z,2026-05-03T21:49:41Z,2026-05-04T03:53:40Z,1197,True,pyg-lib,pyg-team/pyg-lib,git@github.com:pyg-team/pyg-lib.git,228
R_kgDOHEGL1g,2022-03-25T15:10:05Z,2026-05-02T16:11:56Z,2026-05-03T18:00:01Z,56415,True,Scala,scala-network/Scala,git@github.com:scala-network/Scala.git,14
R_kgDOHECYtg,2022-03-25T12:11:41Z,2026-04-02T10:56:15Z,2026-04-02T10:55:53Z,50147,True,os-grpc,pexip/os-grpc,git@github.com:pexip/os-grpc.git,0
R_kgDOHD2L8A,2022-03-24T22:42:28Z,2026-03-31T14:32:32Z,2026-05-07T05:40:50Z,7119,False,Luthier,matinraayai/Luthier,git@github.com:matinraayai/Luthier.git,28
R_kgDOHC-UdA,2022-03-22T18:03:07Z,2026-05-03T14:37:27Z,2026-05-03T14:37:22Z,713466,False,Trinex-Engine,Programier/Trinex-Engine,git@github.com:Programier/Trinex-Engine.git,5
R_kgDOHB24Rg,2022-03-19T13:52:10Z,2026-05-06T19:10:42Z,2026-05-06T19:10:38Z,12085,False,kek,folkertvanheusden/kek,git@github.com:folkertvanheusden/kek.git,13
R_kgDOHBYh-g,2022-03-18T02:37:14Z,2026-04-09T01:19:49Z,2026-03-24T13:10:17Z,3232,True,NMPC,isri-aist/NMPC,git@github.com:isri-aist/NMPC.git,67
R_kgDOHBT-gg,2022-03-17T20:48:32Z,2026-03-31T16:49:53Z,2026-03-31T16:49:46Z,8225,True,text,flashlight/text,org-67613832@github.com:flashlight/text.git,79
R_kgDOHBIGaA,2022-03-17T10:18:25Z,2026-04-09T17:55:14Z,2026-04-09T17:55:08Z,765,True,wstsound,WindstilleTeam/wstsound,git@github.com:WindstilleTeam/wstsound.git,0
R_kgDOHA7HmA,2022-03-16T19:49:13Z,2026-05-07T11:22:45Z,2026-05-07T11:05:50Z,75644,True,Hyprland,hyprwm/Hyprland,git@github.com:hyprwm/Hyprland.git,35545
R_kgDOG_AAow,2022-03-11T10:54:03Z,2026-05-07T08:12:33Z,2026-05-07T07:41:43Z,115052,True,nvblox,nvidia-isaac/nvblox,git@github.com:nvidia-isaac/nvblox.git,1176
R_kgDOG93zRQ,2022-03-08T13:48:32Z,2026-05-04T01:14:13Z,2026-05-04T01:14:08Z,464829,False,Chairloader,thelivingdiamond/Chairloader,git@github.com:thelivingdiamond/Chairloader.git,70
R_kgDOG92blQ,2022-03-08T12:44:45Z,2026-03-30T14:10:48Z,2026-03-30T14:10:40Z,9554,True,a2d,smdogroup/a2d,git@github.com:smdogroup/a2d.git,6
R_kgDOG9N-Qw,2022-03-06T20:13:44Z,2026-04-09T12:53:15Z,2026-04-09T12:52:40Z,274,True,hri_person_manager,ros4hri/hri_person_manager,git@github.com:ros4hri/hri_person_manager.git,6
R_kgDOG9BN7w,2022-03-06T04:33:37Z,2026-05-06T11:22:02Z,2026-04-05T18:22:13Z,22187,False,gta_base,X-rays5/gta_base,git@github.com:X-rays5/gta_base.git,3
R_kgDOG8rDbA,2022-03-04T21:18:20Z,2026-05-06T10:15:45Z,2026-05-04T09:19:03Z,12207,True,openfhe-development,openfheorg/openfhe-development,git@github.com:openfheorg/openfhe-development.git,1119
R_kgDOG7305w,2022-03-02T18:59:44Z,2026-05-04T15:41:15Z,2026-05-06T21:45:06Z,4879,True,RandLAPACK,BallisticLA/RandLAPACK,git@github.com:BallisticLA/RandLAPACK.git,81
R_kgDOG7ruEw,2022-03-02T09:18:25Z,2026-04-28T00:12:02Z,2026-04-28T00:11:58Z,1473,True,domino-library,nokia/domino-library,git@github.com:nokia/domino-library.git,5
R_kgDOG7rm2A,2022-03-02T09:13:13Z,2026-05-07T08:58:40Z,2026-05-07T08:58:38Z,22315,True,crubit,google/crubit,git@github.com:google/crubit.git,1006
R_kgDOG7fFmg,2022-03-01T19:26:18Z,2026-05-05T12:08:35Z,2026-04-16T20:30:04Z,28582,False,hibp,oschonrock/hibp,git@github.com:oschonrock/hibp.git,61
R_kgDOG7dhpA,2022-03-01T18:03:13Z,2026-04-30T17:23:22Z,2026-05-07T05:04:40Z,19561,True,chronolog,grc-iit/chronolog,git@github.com:grc-iit/chronolog.git,9
R_kgDOG6RNiQ,2022-02-26T04:28:20Z,2026-05-05T14:07:52Z,2026-05-05T14:07:46Z,54847,True,LuaSTG-Sub,Legacy-LuaSTG-Engine/LuaSTG-Sub,git@github.com:Legacy-LuaSTG-Engine/LuaSTG-Sub.git,57
R_kgDOG6GcuA,2022-02-25T15:08:38Z,2026-03-17T08:34:54Z,2026-04-30T11:25:04Z,31136,True,III-Drone-Core,DIII-SDU-Group/III-Drone-Core,git@github.com:DIII-SDU-Group/III-Drone-Core.git,0
R_kgDOG6DwEA,2022-02-25T12:55:11Z,2026-05-04T01:03:13Z,2026-05-04T04:54:03Z,14797,True,qusat,munich-quantum-toolkit/qusat,git@github.com:munich-quantum-toolkit/qusat.git,28
R_kgDOG6C42Q,2022-02-25T12:06:31Z,2026-05-07T11:29:36Z,2026-05-07T11:30:33Z,72794,True,gyselalibxx,gyselax/gyselalibxx,git@github.com:gyselax/gyselalibxx.git,51
R_kgDOG5d6Lg,2022-02-23T21:29:41Z,2026-05-04T18:59:29Z,2026-05-04T18:59:25Z,1772,True,VulkanSC-pcutil,KhronosGroup/VulkanSC-pcutil,git@github.com:KhronosGroup/VulkanSC-pcutil.git,6
R_kgDOG5US0A,2022-02-23T13:50:18Z,2026-05-05T01:55:08Z,2026-04-29T12:35:38Z,18915,True,fcitx5-mcbopomofo,openvanilla/fcitx5-mcbopomofo,git@github.com:openvanilla/fcitx5-mcbopomofo.git,211
R_kgDOG5D1HA,2022-02-22T21:43:51Z,2026-04-11T21:20:59Z,2026-04-22T11:36:06Z,20816,False,Lesma,alinalihassan/Lesma,git@github.com:alinalihassan/Lesma.git,21
R_kgDOG41vZw,2022-02-22T10:49:09Z,2026-04-01T15:54:52Z,2026-04-22T10:12:34Z,681262,False,TrilRACE,christiealappatt/TrilRACE,git@github.com:christiealappatt/TrilRACE.git,1
R_kgDOG37enA,2022-02-19T19:59:18Z,2026-05-01T18:49:39Z,2026-05-01T18:49:34Z,2784,True,OpenVolumeMesh,OpenVolumeMesh/OpenVolumeMesh,git@github.com:OpenVolumeMesh/OpenVolumeMesh.git,12
R_kgDOG343SA,2022-02-19T17:02:09Z,2026-03-01T17:16:02Z,2026-04-19T13:10:02Z,19549,False,SkyEngine,bluesky013/SkyEngine,git@github.com:bluesky013/SkyEngine.git,13
R_kgDOG28DBg,2022-02-17T02:57:14Z,2026-05-05T02:49:50Z,2026-04-13T08:26:28Z,8482,True,async_simple,alibaba/async_simple,git@github.com:alibaba/async_simple.git,2168
R_kgDOG2aVjA,2022-02-15T18:48:00Z,2026-05-03T14:30:20Z,2026-04-02T13:35:58Z,2544,False,gtl,greg7mdp/gtl,git@github.com:greg7mdp/gtl.git,299
R_kgDOG1sGCA,2022-02-13T22:39:41Z,2026-04-30T10:20:18Z,2026-04-27T15:49:53Z,2574,True,liblsqecc,latticesurgery-com/liblsqecc,git@github.com:latticesurgery-com/liblsqecc.git,32
R_kgDOG1pOFQ,2022-02-13T18:59:55Z,2026-05-02T05:09:53Z,2026-05-02T05:09:56Z,54019,True,Vic3ToHoI4,ParadoxGameConverters/Vic3ToHoI4,git@github.com:ParadoxGameConverters/Vic3ToHoI4.git,57
R_kgDOG1icEQ,2022-02-13T11:41:22Z,2026-04-27T08:36:29Z,2026-04-13T12:18:08Z,4143,False,kdis,karljj1/kdis,git@github.com:karljj1/kdis.git,39
R_kgDOG079Jw,2022-02-11T11:36:33Z,2026-05-06T01:07:05Z,2026-05-06T01:07:01Z,203764,True,soui,soui4/soui,git@github.com:soui4/soui.git,205
R_kgDOG0gjXQ,2022-02-10T09:28:20Z,2026-04-30T13:57:36Z,2026-04-30T13:57:39Z,250,True,cpp-verbio-speech-center,verbio-technologies/cpp-verbio-speech-center,git@github.com:verbio-technologies/cpp-verbio-speech-center.git,0
R_kgDOG0P63w,2022-02-09T16:31:40Z,2026-04-19T10:59:59Z,2026-04-09T19:54:31Z,33303,True,optix-toolkit,NVIDIA/optix-toolkit,git@github.com:NVIDIA/optix-toolkit.git,133
R_kgDOGz5-7Q,2022-02-08T19:47:24Z,2026-04-25T14:52:16Z,2026-05-04T22:33:51Z,8574,True,rocWMMA,ROCm/rocWMMA,git@github.com:ROCm/rocWMMA.git,140
R_kgDOGzav0w,2022-02-07T15:42:10Z,2026-03-18T17:46:26Z,2026-03-18T17:46:22Z,2610,False,sql2cypher,temikfart/sql2cypher,git@github.com:temikfart/sql2cypher.git,13
R_kgDOGzZMFA,2022-02-07T14:37:28Z,2026-03-03T04:42:05Z,2026-04-08T22:24:21Z,1017,True,CASMcode_mapping,prisms-center/CASMcode_mapping,git@github.com:prisms-center/CASMcode_mapping.git,1
R_kgDOGy-96Q,2022-02-06T10:04:37Z,2026-05-05T00:08:06Z,2026-05-05T00:08:09Z,390,False,reallm,ak5k/reallm,git@github.com:ak5k/reallm.git,22
R_kgDOGyHIJA,2022-02-03T14:33:21Z,2026-04-16T21:38:55Z,2026-04-07T12:55:54Z,20431,False,MC3D,HendrikBrueckler/MC3D,git@github.com:HendrikBrueckler/MC3D.git,41
R_kgDOGxvjww,2022-02-02T14:43:19Z,2026-05-06T14:29:44Z,2026-04-26T16:57:19Z,29907,True,Librum,Librum-Reader/Librum,git@github.com:Librum-Reader/Librum.git,5282
R_kgDOGw54mw,2022-01-31T08:43:35Z,2026-05-05T20:18:48Z,2026-05-05T20:26:14Z,52839,True,RASPA3,iRASPA/RASPA3,git@github.com:iRASPA/RASPA3.git,98
R_kgDOGvEn5A,2022-01-25T19:21:58Z,2026-04-29T20:52:38Z,2026-05-06T17:09:55Z,200509,True,FIMS,NOAA-FIMS/FIMS,git@github.com:NOAA-FIMS/FIMS.git,34
R_kgDOGumr5Q,2022-01-24T15:32:56Z,2026-05-06T23:38:29Z,2026-05-06T23:58:39Z,461238,True,mimir,mimir/mimir,git@github.com:mimir/mimir.git,117
R_kgDOGtpuIQ,2022-01-21T14:29:15Z,2026-04-15T00:20:02Z,2026-04-15T00:19:59Z,7138,True,uid2-client-cpp11,IABTechLab/uid2-client-cpp11,git@github.com:IABTechLab/uid2-client-cpp11.git,0
R_kgDOGtZFyg,2022-01-20T20:36:46Z,2026-05-07T05:59:11Z,2026-05-06T21:23:19Z,9137,True,Vulkan-Profiles,KhronosGroup/Vulkan-Profiles,git@github.com:KhronosGroup/Vulkan-Profiles.git,166
R_kgDOGtMdgA,2022-01-20T10:03:33Z,2026-05-05T20:34:31Z,2026-05-05T20:34:27Z,321,True,lala-pc,lattice-land/lala-pc,git@github.com:lattice-land/lala-pc.git,3
R_kgDOGs-tRA,2022-01-19T18:55:53Z,2026-05-04T23:55:19Z,2026-05-06T22:32:05Z,5805,True,aws-iot-fleetwise-edge,aws/aws-iot-fleetwise-edge,git@github.com:aws/aws-iot-fleetwise-edge.git,74
R_kgDOGsyVJA,2022-01-19T08:51:48Z,2026-04-03T20:05:57Z,2026-04-03T20:05:52Z,19414,True,MIRCO,imcs-compsim/MIRCO,git@github.com:imcs-compsim/MIRCO.git,7
R_kgDOGsfj3w,2022-01-18T14:02:54Z,2026-05-06T09:49:20Z,2026-05-07T11:24:54Z,53907,True,ddprof,DataDog/ddprof,git@github.com:DataDog/ddprof.git,61
